Name,Type,admin1Name,Ownership,Latitude,Longitude
Tach Arisho Health Post #33,Health Post,SNNP,Public/Government,7.3185489,38.0273114
Hurumu Jibat Health Post #33,Health Post,Oromia,Public/Government,8.646993,37.463467
Geshe Health Post #33,Health Post,Oromia,Public/Government,8.1393956,36.5130386
Wachu Woltane Health Post #33,Health Post,Oromia,Public/Government,9.165578,40.981046
Elemo Health Center #33,Health Center,Oromia,Public/Government,8.4973168,35.8480455
Hidi Health Center #33,Health Center,Oromia,Public/Government,8.8228668,39.1142939
Balle Dorani Health Center #33,Health Center,Oromia,Public/Government,7.1180057,40.5467225
Feresbet Primery Hospital #33,Hospital,Amhara,Public/Government,10.8884161,37.6360263
Megele 29 Health Post #33,Health Post,Benishangul Gumz,Public/Government,10.0732623,34.579397799999995
Sorya  Health Post #33,Health Post,Tigray,Public/Government,12.414567,39.326735
Sugelitinen Health Post #33,Health Post,Benishangul Gumz,Public/Government,10.7488954,34.8005473
Hintsa Health Post #33,Health Post,Tigray,Public/Government,13.3455836,39.2062353
Dishi Geter Health Post #33,Health Post,South West Ethiopia,Public/Government,6.9913845,36.22174209999999
May Kuhli Health Center #33,Health Center,Tigray,Public/Government,14.246291,37.7618677
Gerhu Srnay Health Center #33,Health Center,Tigray,Public/Government,14.524671,39.2029197
Jidane Health Post #33,Health Post,Somali,Public/Government,9.6789514,41.8475267
Qaydar Health Post #33,Health Post,Somali,Public/Government,9.1393392,43.2590045
Legge Oda Mirga Health Post #34,Health Post,Dire Dawa,Public/Government,9.5228067,41.8794739
Mudi Aneno Health Post #34,Health Post,Dire Dawa,Public/Government,9.6715039,41.9379291
Abubeker Muti Health Post #34,Health Post,Harari,Public/Government,9.3755474,42.1431001
Kirkire Health Post #34,Health Post,Dire Dawa,Public/Government,9.5507812,41.7739778
Awoberkele Comprehensive Health Post #34,Health Post,Harari,Public/Government,9.3469552,42.1377323
Efoyita Health Center #34,Health Center,Addis Ababa,Public/Government,9.0270021,38.8041171
Addis Ketema Health Center #34,Health Center,Dire Dawa,Public/Government,9.6144558,41.8991215
Bokoji Primary Hospital #34,Hospital,Oromia,Public/Government,7.577733,39.287232
Dembi Dollo Compernsive Specialized Hospital #34,Hospital,Oromia,Public/Government,8.554316000000002,34.840909
Inemay Gemer Health Post #34,Health Post,Oromia,Public/Government,9.485818,35.677081
Danecho Health Post #34,Health Post,SNNP,Public/Government,8.007708599999999,38.2956212
Sibu Ebicha Health Post #34,Health Post,Oromia,Public/Government,9.278834,35.645077
Ynesa Lmrt Health Post #34,Health Post,Amhara,Public/Government,11.4392549,37.1862624
Tach Arisho Health Post #34,Health Post,SNNP,Public/Government,7.3195489,38.0283114
Hurumu Jibat Health Post #34,Health Post,Oromia,Public/Government,8.647993,37.464467
Geshe Health Post #34,Health Post,Oromia,Public/Government,8.1403956,36.5140386
Wachu Woltane Health Post #34,Health Post,Oromia,Public/Government,9.166578,40.982046
Elemo Health Center #34,Health Center,Oromia,Public/Government,8.4983168,35.8490455
Hidi Health Center #34,Health Center,Oromia,Public/Government,8.8238668,39.115293900000005
Balle Dorani Health Center #34,Health Center,Oromia,Public/Government,7.119005700000001,40.5477225
Feresbet Primery Hospital #34,Hospital,Amhara,Public/Government,10.8894161,37.6370263
Megele 29 Health Post #34,Health Post,Benishangul Gumz,Public/Government,10.0742623,34.5803978
Sorya  Health Post #34,Health Post,Tigray,Public/Government,12.415567,39.327735
Sugelitinen Health Post #34,Health Post,Benishangul Gumz,Public/Government,10.7498954,34.8015473
Hintsa Health Post #34,Health Post,Tigray,Public/Government,13.3465836,39.2072353
Dishi Geter Health Post #34,Health Post,South West Ethiopia,Public/Government,6.9923845,36.2227421
May Kuhli Health Center #34,Health Center,Tigray,Public/Government,14.247291,37.7628677
Gerhu Srnay Health Center #34,Health Center,Tigray,Public/Government,14.525671,39.2039197
Jidane Health Post #34,Health Post,Somali,Public/Government,9.6799514,41.8485267
Qaydar Health Post #34,Health Post,Somali,Public/Government,9.1403392,43.2600045
Legge Oda Mirga Health Post #35,Health Post,Dire Dawa,Public/Government,9.523806700000002,41.8804739
Mudi Aneno Health Post #35,Health Post,Dire Dawa,Public/Government,9.6725039,41.9389291
Abubeker Muti Health Post #35,Health Post,Harari,Public/Government,9.376547400000002,42.1441001
Kirkire Health Post #35,Health Post,Dire Dawa,Public/Government,9.5517812,41.7749778
Awoberkele Comprehensive Health Post #35,Health Post,Harari,Public/Government,9.3479552,42.1387323
Efoyita Health Center #35,Health Center,Addis Ababa,Public/Government,9.0280021,38.8051171
Addis Ketema Health Center #35,Health Center,Dire Dawa,Public/Government,9.6154558,41.9001215
Bokoji Primary Hospital #35,Hospital,Oromia,Public/Government,7.578733,39.288232
Dembi Dollo Compernsive Specialized Hospital #35,Hospital,Oromia,Public/Government,8.555316000000003,34.841909
Inemay Gemer Health Post #35,Health Post,Oromia,Public/Government,9.486818,35.678081
Danecho Health Post #35,Health Post,SNNP,Public/Government,8.0087086,38.2966212
Sibu Ebicha Health Post #35,Health Post,Oromia,Public/Government,9.279834,35.646077
Ynesa Lmrt Health Post #35,Health Post,Amhara,Public/Government,11.4402549,37.1872624
Tach Arisho Health Post #35,Health Post,SNNP,Public/Government,7.320548899999999,38.0293114
Hurumu Jibat Health Post #35,Health Post,Oromia,Public/Government,8.648993,37.465467
Geshe Health Post #35,Health Post,Oromia,Public/Government,8.141395600000001,36.5150386
Wachu Woltane Health Post #35,Health Post,Oromia,Public/Government,9.167578,40.983046
Elemo Health Center #35,Health Center,Oromia,Public/Government,8.4993168,35.8500455
Hidi Health Center #35,Health Center,Oromia,Public/Government,8.8248668,39.1162939
Balle Dorani Health Center #35,Health Center,Oromia,Public/Government,7.1200057,40.5487225
Feresbet Primery Hospital #35,Hospital,Amhara,Public/Government,10.8904161,37.6380263
Megele 29 Health Post #35,Health Post,Benishangul Gumz,Public/Government,10.0752623,34.5813978
Sorya  Health Post #35,Health Post,Tigray,Public/Government,12.416567,39.328735
Sugelitinen Health Post #35,Health Post,Benishangul Gumz,Public/Government,10.7508954,34.8025473
Hintsa Health Post #35,Health Post,Tigray,Public/Government,13.3475836,39.2082353
Dishi Geter Health Post #35,Health Post,South West Ethiopia,Public/Government,6.9933845,36.2237421
May Kuhli Health Center #35,Health Center,Tigray,Public/Government,14.248291,37.7638677
Gerhu Srnay Health Center #35,Health Center,Tigray,Public/Government,14.526671,39.2049197
Jidane Health Post #35,Health Post,Somali,Public/Government,9.6809514,41.8495267
Qaydar Health Post #35,Health Post,Somali,Public/Government,9.1413392,43.2610045
Legge Oda Mirga Health Post #36,Health Post,Dire Dawa,Public/Government,9.5248067,41.8814739
Mudi Aneno Health Post #36,Health Post,Dire Dawa,Public/Government,9.6735039,41.93992909999999
Abubeker Muti Health Post #36,Health Post,Harari,Public/Government,9.3775474,42.14510009999999
Kirkire Health Post #36,Health Post,Dire Dawa,Public/Government,9.5527812,41.7759778
Awoberkele Comprehensive Health Post #36,Health Post,Harari,Public/Government,9.3489552,42.1397323
Efoyita Health Center #36,Health Center,Addis Ababa,Public/Government,9.0290021,38.8061171
Addis Ketema Health Center #36,Health Center,Dire Dawa,Public/Government,9.6164558,41.9011215
Bokoji Primary Hospital #36,Hospital,Oromia,Public/Government,7.579733,39.289232
Dembi Dollo Compernsive Specialized Hospital #36,Hospital,Oromia,Public/Government,8.556316000000002,34.842909
Inemay Gemer Health Post #36,Health Post,Oromia,Public/Government,9.487818,35.679081
Danecho Health Post #36,Health Post,SNNP,Public/Government,8.0097086,38.2976212
Sibu Ebicha Health Post #36,Health Post,Oromia,Public/Government,9.280834,35.647077
Ynesa Lmrt Health Post #36,Health Post,Amhara,Public/Government,11.4412549,37.1882624
Tach Arisho Health Post #36,Health Post,SNNP,Public/Government,7.3215489,38.0303114
Hurumu Jibat Health Post #36,Health Post,Oromia,Public/Government,8.649993,37.466467
Geshe Health Post #36,Health Post,Oromia,Public/Government,8.1423956,36.5160386
Wachu Woltane Health Post #36,Health Post,Oromia,Public/Government,9.168578,40.984046
Elemo Health Center #36,Health Center,Oromia,Public/Government,8.5003168,35.8510455
Hidi Health Center #36,Health Center,Oromia,Public/Government,8.8258668,39.1172939
Balle Dorani Health Center #36,Health Center,Oromia,Public/Government,7.1210057,40.5497225
Feresbet Primery Hospital #36,Hospital,Amhara,Public/Government,10.8914161,37.6390263
Megele 29 Health Post #36,Health Post,Benishangul Gumz,Public/Government,10.0762623,34.582397799999995
Sorya  Health Post #36,Health Post,Tigray,Public/Government,12.417567,39.329735
Sugelitinen Health Post #36,Health Post,Benishangul Gumz,Public/Government,10.7518954,34.8035473
Hintsa Health Post #36,Health Post,Tigray,Public/Government,13.3485836,39.2092353
Dishi Geter Health Post #36,Health Post,South West Ethiopia,Public/Government,6.9943845,36.22474209999999
May Kuhli Health Center #36,Health Center,Tigray,Public/Government,14.249291,37.7648677
Gerhu Srnay Health Center #36,Health Center,Tigray,Public/Government,14.527671,39.2059197
Jidane Health Post #36,Health Post,Somali,Public/Government,9.6819514,41.8505267
Qaydar Health Post #36,Health Post,Somali,Public/Government,9.1423392,43.2620045
Legge Oda Mirga Health Post #37,Health Post,Dire Dawa,Public/Government,9.5258067,41.8824739
Mudi Aneno Health Post #37,Health Post,Dire Dawa,Public/Government,9.6745039,41.9409291
Abubeker Muti Health Post #37,Health Post,Harari,Public/Government,9.3785474,42.1461001
Kirkire Health Post #37,Health Post,Dire Dawa,Public/Government,9.5537812,41.7769778
Awoberkele Comprehensive Health Post #37,Health Post,Harari,Public/Government,9.3499552,42.1407323
Efoyita Health Center #37,Health Center,Addis Ababa,Public/Government,9.0300021,38.8071171
Addis Ketema Health Center #37,Health Center,Dire Dawa,Public/Government,9.6174558,41.9021215
Bokoji Primary Hospital #37,Hospital,Oromia,Public/Government,7.580732999999999,39.290232
Dembi Dollo Compernsive Specialized Hospital #37,Hospital,Oromia,Public/Government,8.557316000000002,34.843909000000004
Inemay Gemer Health Post #37,Health Post,Oromia,Public/Government,9.488818,35.680081
Danecho Health Post #37,Health Post,SNNP,Public/Government,8.0107086,38.2986212
Sibu Ebicha Health Post #37,Health Post,Oromia,Public/Government,9.281834,35.648077
Ynesa Lmrt Health Post #37,Health Post,Amhara,Public/Government,11.4422549,37.1892624
Tach Arisho Health Post #37,Health Post,SNNP,Public/Government,7.322548899999999,38.0313114
Hurumu Jibat Health Post #37,Health Post,Oromia,Public/Government,8.650993,37.467467
Geshe Health Post #37,Health Post,Oromia,Public/Government,8.1433956,36.5170386
Wachu Woltane Health Post #37,Health Post,Oromia,Public/Government,9.169578,40.985046
Elemo Health Center #37,Health Center,Oromia,Public/Government,8.5013168,35.8520455
Hidi Health Center #37,Health Center,Oromia,Public/Government,8.8268668,39.118293900000005
Balle Dorani Health Center #37,Health Center,Oromia,Public/Government,7.1220057,40.5507225
Feresbet Primery Hospital #37,Hospital,Amhara,Public/Government,10.8924161,37.6400263
Megele 29 Health Post #37,Health Post,Benishangul Gumz,Public/Government,10.0772623,34.5833978
Sorya  Health Post #37,Health Post,Tigray,Public/Government,12.418567,39.330735
Sugelitinen Health Post #37,Health Post,Benishangul Gumz,Public/Government,10.7528954,34.8045473
Hintsa Health Post #37,Health Post,Tigray,Public/Government,13.3495836,39.2102353
Dishi Geter Health Post #37,Health Post,South West Ethiopia,Public/Government,6.995384499999999,36.2257421
May Kuhli Health Center #37,Health Center,Tigray,Public/Government,14.250291,37.7658677
Gerhu Srnay Health Center #37,Health Center,Tigray,Public/Government,14.528671,39.2069197
Jidane Health Post #37,Health Post,Somali,Public/Government,9.6829514,41.8515267
Qaydar Health Post #37,Health Post,Somali,Public/Government,9.1433392,43.2630045
Legge Oda Mirga Health Post #38,Health Post,Dire Dawa,Public/Government,9.526806700000002,41.8834739
Mudi Aneno Health Post #38,Health Post,Dire Dawa,Public/Government,9.6755039,41.9419291
Abubeker Muti Health Post #38,Health Post,Harari,Public/Government,9.379547400000002,42.1471001
Kirkire Health Post #38,Health Post,Dire Dawa,Public/Government,9.5547812,41.7779778
Awoberkele Comprehensive Health Post #38,Health Post,Harari,Public/Government,9.3509552,42.1417323
Efoyita Health Center #38,Health Center,Addis Ababa,Public/Government,9.0310021,38.8081171
Addis Ketema Health Center #38,Health Center,Dire Dawa,Public/Government,9.6184558,41.9031215
Bokoji Primary Hospital #38,Hospital,Oromia,Public/Government,7.581733,39.291232
Dembi Dollo Compernsive Specialized Hospital #38,Hospital,Oromia,Public/Government,8.558316000000003,34.844909
Inemay Gemer Health Post #38,Health Post,Oromia,Public/Government,9.489818,35.681081
Danecho Health Post #38,Health Post,SNNP,Public/Government,8.0117086,38.2996212
Sibu Ebicha Health Post #38,Health Post,Oromia,Public/Government,9.282834,35.649077
Ynesa Lmrt Health Post #38,Health Post,Amhara,Public/Government,11.4432549,37.1902624
Tach Arisho Health Post #38,Health Post,SNNP,Public/Government,7.3235489,38.0323114
Hurumu Jibat Health Post #38,Health Post,Oromia,Public/Government,8.651993000000001,37.468467
Geshe Health Post #38,Health Post,Oromia,Public/Government,8.144395600000001,36.5180386
Wachu Woltane Health Post #38,Health Post,Oromia,Public/Government,9.170578,40.986046
Elemo Health Center #38,Health Center,Oromia,Public/Government,8.502316800000001,35.8530455
Hidi Health Center #38,Health Center,Oromia,Public/Government,8.8278668,39.1192939
Balle Dorani Health Center #38,Health Center,Oromia,Public/Government,7.1230057,40.5517225
Feresbet Primery Hospital #38,Hospital,Amhara,Public/Government,10.8934161,37.6410263
Megele 29 Health Post #38,Health Post,Benishangul Gumz,Public/Government,10.0782623,34.5843978
Sorya  Health Post #38,Health Post,Tigray,Public/Government,12.419567,39.331735
Sugelitinen Health Post #38,Health Post,Benishangul Gumz,Public/Government,10.7538954,34.8055473
Hintsa Health Post #38,Health Post,Tigray,Public/Government,13.3505836,39.2112353
Dishi Geter Health Post #38,Health Post,South West Ethiopia,Public/Government,6.9963845,36.2267421
May Kuhli Health Center #38,Health Center,Tigray,Public/Government,14.251291,37.7668677
Gerhu Srnay Health Center #38,Health Center,Tigray,Public/Government,14.529671,39.2079197
Jidane Health Post #38,Health Post,Somali,Public/Government,9.683951400000002,41.8525267
Qaydar Health Post #38,Health Post,Somali,Public/Government,9.1443392,43.2640045
Legge Oda Mirga Health Post #39,Health Post,Dire Dawa,Public/Government,9.5278067,41.8844739
Mudi Aneno Health Post #39,Health Post,Dire Dawa,Public/Government,9.6765039,41.94292909999999
Abubeker Muti Health Post #39,Health Post,Harari,Public/Government,9.3805474,42.14810009999999
Kirkire Health Post #39,Health Post,Dire Dawa,Public/Government,9.5557812,41.7789778
Awoberkele Comprehensive Health Post #39,Health Post,Harari,Public/Government,9.3519552,42.1427323
Efoyita Health Center #39,Health Center,Addis Ababa,Public/Government,9.0320021,38.8091171
Addis Ketema Health Center #39,Health Center,Dire Dawa,Public/Government,9.6194558,41.9041215
Bokoji Primary Hospital #39,Hospital,Oromia,Public/Government,7.582733,39.292232
Dembi Dollo Compernsive Specialized Hospital #39,Hospital,Oromia,Public/Government,8.559316000000003,34.845909
Inemay Gemer Health Post #39,Health Post,Oromia,Public/Government,9.490818,35.682081
Danecho Health Post #39,Health Post,SNNP,Public/Government,8.0127086,38.3006212
Sibu Ebicha Health Post #39,Health Post,Oromia,Public/Government,9.283834,35.650077
Ynesa Lmrt Health Post #39,Health Post,Amhara,Public/Government,11.4442549,37.1912624
Tach Arisho Health Post #39,Health Post,SNNP,Public/Government,7.3245489,38.0333114
Hurumu Jibat Health Post #39,Health Post,Oromia,Public/Government,8.652993,37.469467
Geshe Health Post #39,Health Post,Oromia,Public/Government,8.1453956,36.5190386
Wachu Woltane Health Post #39,Health Post,Oromia,Public/Government,9.171578,40.987046
Elemo Health Center #39,Health Center,Oromia,Public/Government,8.5033168,35.8540455
Hidi Health Center #39,Health Center,Oromia,Public/Government,8.8288668,39.1202939
Balle Dorani Health Center #39,Health Center,Oromia,Public/Government,7.1240057000000006,40.5527225
Feresbet Primery Hospital #39,Hospital,Amhara,Public/Government,10.8944161,37.6420263
Megele 29 Health Post #39,Health Post,Benishangul Gumz,Public/Government,10.0792623,34.5853978
Sorya  Health Post #39,Health Post,Tigray,Public/Government,12.420567,39.332735
Sugelitinen Health Post #39,Health Post,Benishangul Gumz,Public/Government,10.7548954,34.8065473
Hintsa Health Post #39,Health Post,Tigray,Public/Government,13.3515836,39.2122353
Dishi Geter Health Post #39,Health Post,South West Ethiopia,Public/Government,6.9973845,36.22774209999999
May Kuhli Health Center #39,Health Center,Tigray,Public/Government,14.252291,37.7678677
Gerhu Srnay Health Center #39,Health Center,Tigray,Public/Government,14.530671,39.2089197
Jidane Health Post #39,Health Post,Somali,Public/Government,9.6849514,41.8535267
Qaydar Health Post #39,Health Post,Somali,Public/Government,9.1453392,43.2650045
Legge Oda Mirga Health Post #40,Health Post,Dire Dawa,Public/Government,9.5288067,41.8854739
Mudi Aneno Health Post #40,Health Post,Dire Dawa,Public/Government,9.6775039,41.9439291
Abubeker Muti Health Post #40,Health Post,Harari,Public/Government,9.3815474,42.1491001
Kirkire Health Post #40,Health Post,Dire Dawa,Public/Government,9.5567812,41.779977800000005
Awoberkele Comprehensive Health Post #40,Health Post,Harari,Public/Government,9.3529552,42.1437323
Efoyita Health Center #40,Health Center,Addis Ababa,Public/Government,9.0330021,38.8101171
Addis Ketema Health Center #40,Health Center,Dire Dawa,Public/Government,9.6204558,41.9051215
Bokoji Primary Hospital #40,Hospital,Oromia,Public/Government,7.583733,39.293232
Dembi Dollo Compernsive Specialized Hospital #40,Hospital,Oromia,Public/Government,8.560316000000002,34.846909000000004
Inemay Gemer Health Post #40,Health Post,Oromia,Public/Government,9.491818,35.683081
Danecho Health Post #40,Health Post,SNNP,Public/Government,8.0137086,38.3016212
Sibu Ebicha Health Post #40,Health Post,Oromia,Public/Government,9.284834,35.651077
Ynesa Lmrt Health Post #40,Health Post,Amhara,Public/Government,11.4452549,37.1922624
Tach Arisho Health Post #40,Health Post,SNNP,Public/Government,7.325548899999999,38.0343114
Hurumu Jibat Health Post #40,Health Post,Oromia,Public/Government,8.653993,37.470467
Geshe Health Post #40,Health Post,Oromia,Public/Government,8.1463956,36.5200386
Wachu Woltane Health Post #40,Health Post,Oromia,Public/Government,9.172578,40.988046
Elemo Health Center #40,Health Center,Oromia,Public/Government,8.5043168,35.8550455
Hidi Health Center #40,Health Center,Oromia,Public/Government,8.8298668,39.121293900000005
Balle Dorani Health Center #40,Health Center,Oromia,Public/Government,7.1250057,40.5537225
Feresbet Primery Hospital #40,Hospital,Amhara,Public/Government,10.8954161,37.6430263
Megele 29 Health Post #40,Health Post,Benishangul Gumz,Public/Government,10.0802623,34.5863978
Sorya  Health Post #40,Health Post,Tigray,Public/Government,12.421567,39.333735
Sugelitinen Health Post #40,Health Post,Benishangul Gumz,Public/Government,10.7558954,34.8075473
Hintsa Health Post #40,Health Post,Tigray,Public/Government,13.3525836,39.2132353
Dishi Geter Health Post #40,Health Post,South West Ethiopia,Public/Government,6.998384499999999,36.2287421
May Kuhli Health Center #40,Health Center,Tigray,Public/Government,14.253291,37.7688677
Gerhu Srnay Health Center #40,Health Center,Tigray,Public/Government,14.531671,39.2099197
Jidane Health Post #40,Health Post,Somali,Public/Government,9.6859514,41.8545267
Qaydar Health Post #40,Health Post,Somali,Public/Government,9.1463392,43.2660045
Legge Oda Mirga Health Post #41,Health Post,Dire Dawa,Public/Government,9.5298067,41.8864739
Mudi Aneno Health Post #41,Health Post,Dire Dawa,Public/Government,9.6785039,41.9449291
Abubeker Muti Health Post #41,Health Post,Harari,Public/Government,9.3825474,42.1501001
Kirkire Health Post #41,Health Post,Dire Dawa,Public/Government,9.5577812,41.7809778
Awoberkele Comprehensive Health Post #41,Health Post,Harari,Public/Government,9.3539552,42.1447323
Efoyita Health Center #41,Health Center,Addis Ababa,Public/Government,9.0340021,38.8111171
Addis Ketema Health Center #41,Health Center,Dire Dawa,Public/Government,9.6214558,41.9061215
Bokoji Primary Hospital #41,Hospital,Oromia,Public/Government,7.584733,39.294232
Dembi Dollo Compernsive Specialized Hospital #41,Hospital,Oromia,Public/Government,8.561316000000001,34.847909
Inemay Gemer Health Post #41,Health Post,Oromia,Public/Government,9.492818,35.684081
Danecho Health Post #41,Health Post,SNNP,Public/Government,8.014708599999999,38.3026212
Sibu Ebicha Health Post #41,Health Post,Oromia,Public/Government,9.285834,35.652077
Ynesa Lmrt Health Post #41,Health Post,Amhara,Public/Government,11.4462549,37.1932624
Tach Arisho Health Post #41,Health Post,SNNP,Public/Government,7.3265489,38.0353114
Hurumu Jibat Health Post #41,Health Post,Oromia,Public/Government,8.654993,37.471467
Geshe Health Post #41,Health Post,Oromia,Public/Government,8.1473956,36.5210386
Wachu Woltane Health Post #41,Health Post,Oromia,Public/Government,9.173578,40.989046
Elemo Health Center #41,Health Center,Oromia,Public/Government,8.5053168,35.8560455
Hidi Health Center #41,Health Center,Oromia,Public/Government,8.830866799999999,39.1222939
Balle Dorani Health Center #41,Health Center,Oromia,Public/Government,7.1260057,40.5547225
Feresbet Primery Hospital #41,Hospital,Amhara,Public/Government,10.8964161,37.6440263
Megele 29 Health Post #41,Health Post,Benishangul Gumz,Public/Government,10.0812623,34.5873978
Sorya  Health Post #41,Health Post,Tigray,Public/Government,12.422567,39.334735
Sugelitinen Health Post #41,Health Post,Benishangul Gumz,Public/Government,10.7568954,34.8085473
Hintsa Health Post #41,Health Post,Tigray,Public/Government,13.3535836,39.2142353
Dishi Geter Health Post #41,Health Post,South West Ethiopia,Public/Government,6.9993845,36.2297421
May Kuhli Health Center #41,Health Center,Tigray,Public/Government,14.254290999999998,37.7698677
Gerhu Srnay Health Center #41,Health Center,Tigray,Public/Government,14.532671,39.2109197
Jidane Health Post #41,Health Post,Somali,Public/Government,9.6869514,41.8555267
Qaydar Health Post #41,Health Post,Somali,Public/Government,9.1473392,43.2670045
Legge Oda Mirga Health Post #42,Health Post,Dire Dawa,Public/Government,9.5308067,41.8874739
Mudi Aneno Health Post #42,Health Post,Dire Dawa,Public/Government,9.6795039,41.9459291
Abubeker Muti Health Post #42,Health Post,Harari,Public/Government,9.3835474,42.1511001
Kirkire Health Post #42,Health Post,Dire Dawa,Public/Government,9.5587812,41.7819778
Awoberkele Comprehensive Health Post #42,Health Post,Harari,Public/Government,9.3549552,42.1457323
Efoyita Health Center #42,Health Center,Addis Ababa,Public/Government,9.0350021,38.8121171
Addis Ketema Health Center #42,Health Center,Dire Dawa,Public/Government,9.6224558,41.9071215
Bokoji Primary Hospital #42,Hospital,Oromia,Public/Government,7.585733,39.295232
Dembi Dollo Compernsive Specialized Hospital #42,Hospital,Oromia,Public/Government,8.562316000000003,34.848909
Inemay Gemer Health Post #42,Health Post,Oromia,Public/Government,9.493818,35.685081
Danecho Health Post #42,Health Post,SNNP,Public/Government,8.0157086,38.3036212
Sibu Ebicha Health Post #42,Health Post,Oromia,Public/Government,9.286834,35.653077
Ynesa Lmrt Health Post #42,Health Post,Amhara,Public/Government,11.4472549,37.1942624
Tach Arisho Health Post #42,Health Post,SNNP,Public/Government,7.3275489,38.0363114
Hurumu Jibat Health Post #42,Health Post,Oromia,Public/Government,8.655993,37.472467
Geshe Health Post #42,Health Post,Oromia,Public/Government,8.1483956,36.5220386
Wachu Woltane Health Post #42,Health Post,Oromia,Public/Government,9.174578,40.990046
Elemo Health Center #42,Health Center,Oromia,Public/Government,8.5063168,35.8570455
Hidi Health Center #42,Health Center,Oromia,Public/Government,8.8318668,39.1232939
Balle Dorani Health Center #42,Health Center,Oromia,Public/Government,7.127005700000001,40.5557225
Feresbet Primery Hospital #42,Hospital,Amhara,Public/Government,10.8974161,37.6450263
Megele 29 Health Post #42,Health Post,Benishangul Gumz,Public/Government,10.0822623,34.5883978
Sorya  Health Post #42,Health Post,Tigray,Public/Government,12.423567,39.335735
Sugelitinen Health Post #42,Health Post,Benishangul Gumz,Public/Government,10.7578954,34.8095473
Hintsa Health Post #42,Health Post,Tigray,Public/Government,13.3545836,39.2152353
Dishi Geter Health Post #42,Health Post,South West Ethiopia,Public/Government,7.0003845,36.23074209999999
May Kuhli Health Center #42,Health Center,Tigray,Public/Government,14.255291,37.7708677
Gerhu Srnay Health Center #42,Health Center,Tigray,Public/Government,14.533671,39.2119197
Jidane Health Post #42,Health Post,Somali,Public/Government,9.6879514,41.8565267
Qaydar Health Post #42,Health Post,Somali,Public/Government,9.1483392,43.2680045
Legge Oda Mirga Health Post #43,Health Post,Dire Dawa,Public/Government,9.5318067,41.8884739
Mudi Aneno Health Post #43,Health Post,Dire Dawa,Public/Government,9.6805039,41.9469291
Abubeker Muti Health Post #43,Health Post,Harari,Public/Government,9.3845474,42.1521001
Kirkire Health Post #43,Health Post,Dire Dawa,Public/Government,9.5597812,41.782977800000005
Awoberkele Comprehensive Health Post #43,Health Post,Harari,Public/Government,9.3559552,42.1467323
Efoyita Health Center #43,Health Center,Addis Ababa,Public/Government,9.0360021,38.8131171
Addis Ketema Health Center #43,Health Center,Dire Dawa,Public/Government,9.6234558,41.9081215
Bokoji Primary Hospital #43,Hospital,Oromia,Public/Government,7.586733,39.296232
Dembi Dollo Compernsive Specialized Hospital #43,Hospital,Oromia,Public/Government,8.563316000000002,34.849909000000004
Inemay Gemer Health Post #43,Health Post,Oromia,Public/Government,9.494818,35.686081
Danecho Health Post #43,Health Post,SNNP,Public/Government,8.0167086,38.3046212
Sibu Ebicha Health Post #43,Health Post,Oromia,Public/Government,9.287834,35.654077
Ynesa Lmrt Health Post #43,Health Post,Amhara,Public/Government,11.4482549,37.1952624
Tach Arisho Health Post #43,Health Post,SNNP,Public/Government,7.328548899999999,38.0373114
Hurumu Jibat Health Post #43,Health Post,Oromia,Public/Government,8.656993,37.473467
Geshe Health Post #43,Health Post,Oromia,Public/Government,8.1493956,36.5230386
Wachu Woltane Health Post #43,Health Post,Oromia,Public/Government,9.175578,40.991046
Elemo Health Center #43,Health Center,Oromia,Public/Government,8.5073168,35.8580455
Hidi Health Center #43,Health Center,Oromia,Public/Government,8.8328668,39.124293900000005
Balle Dorani Health Center #43,Health Center,Oromia,Public/Government,7.1280057,40.5567225
Feresbet Primery Hospital #43,Hospital,Amhara,Public/Government,10.8984161,37.6460263
Megele 29 Health Post #43,Health Post,Benishangul Gumz,Public/Government,10.0832623,34.5893978
Sorya  Health Post #43,Health Post,Tigray,Public/Government,12.424567,39.336735
Sugelitinen Health Post #43,Health Post,Benishangul Gumz,Public/Government,10.7588954,34.8105473
Hintsa Health Post #43,Health Post,Tigray,Public/Government,13.3555836,39.2162353
Dishi Geter Health Post #43,Health Post,South West Ethiopia,Public/Government,7.0013845,36.2317421
May Kuhli Health Center #43,Health Center,Tigray,Public/Government,14.256291,37.7718677
Gerhu Srnay Health Center #43,Health Center,Tigray,Public/Government,14.534671,39.2129197
Jidane Health Post #43,Health Post,Somali,Public/Government,9.6889514,41.8575267
Qaydar Health Post #43,Health Post,Somali,Public/Government,9.1493392,43.2690045
Legge Oda Mirga Health Post #44,Health Post,Dire Dawa,Public/Government,9.5328067,41.8894739
Mudi Aneno Health Post #44,Health Post,Dire Dawa,Public/Government,9.6815039,41.9479291
Abubeker Muti Health Post #44,Health Post,Harari,Public/Government,9.3855474,42.1531001
Kirkire Health Post #44,Health Post,Dire Dawa,Public/Government,9.5607812,41.7839778
Awoberkele Comprehensive Health Post #44,Health Post,Harari,Public/Government,9.3569552,42.1477323
Efoyita Health Center #44,Health Center,Addis Ababa,Public/Government,9.0370021,38.8141171
Addis Ketema Health Center #44,Health Center,Dire Dawa,Public/Government,9.6244558,41.9091215
Bokoji Primary Hospital #44,Hospital,Oromia,Public/Government,7.587733,39.297232
